Question,Subj_Q,Answer,Subj_A
ما هو back door  وكيف يستطيع الهاكر تثبيته على هاتف الضحية  وكيف يعمل ,0,الباك دور نوع من البرمجيات يمكن المخترق من فتح منفذ لدى جهاز الضحية ويستطيع بعدها المخترق من تنفيذ اوامره طريقة تثبيه على جهاز الضحية ١  ارساله إما عبر الطرق التقليدية  usb  bluetooth  HDD  ٢  ارساله عن طريق تحميله من مواقع مشبوهه او مخترقة ٣  تحميله وتثبيته عن طريق Dropper من المخترق ,0
من أين يجب أن أبدأ إذا أردت أن أتعلم البرمجة من الصفر بدون أن أغفل أي تفاصيل  الكل يقول يجب أن أبدأ بالخوارزميات  من أين أجد مصادر لها ,0,عبد الله ضياء Abdullah Diaa هذا الشخص شاهدت له مقاطع يوتيوب غاية في الروعه,1
أنا أدرس الأمن السيبراني  سنة أولى  ولكن دراسات الجامعات اليمنية ليست كافية  أريد أن أسبق الجامعة وأدخل في المجال مباشرة  كيف أبدأ الدراسة كخطوة أولى ,0,أشتري كورس من يوديمي مباشرة  قديم فرصة لا تعوض مع تخفيضات black Friday كل الموسسات بسعر 9 99 دولار  حظ موفق أخي ,1
ما رأيك في كورس CEH  وهل به جزء عملي  وإذا كانت الإجابة بنعم  هل يكفي ,0,انا شخصيا لا احب ال CEH و لا ارجحها كمبتدئ بلمجال  يوجد به عملي لكن بسيط هناك شهدات و كورسات اقوي بكثير و اذا انت مبتدئ من المفترض تعلم مهرات الامن السيبراني و فهم ماذا تريد ان تعملالشهدات المنافسه  Ejpt v2CISSPECCPTand more  و بلتوفيق,1
كيف أتخلص من إحساس الإحباط من البرمجة ,0,بناء عادة  تعلم البرمجة  لمدة قصيرة كل يوم مع التركيز ,1
عند تعرض الجهاز للاختراق ومحو الملفات  هل تتضرر الملفات الموجود على Google Drive ,0,لا تتعرض لضرر بالتأكيد لأنها على اجهزة خزن سحابية مؤمنة لكن يحتمل و بنسبة ضئيلة ان يقوم المخترق بمحو او قرصنة الملفات الموجودة في كوكل درايف عن طريق الرابط الموجود على الجهاز المتعرض للاختراق او عن برنامج كوكل درايف ان وجد في الجهاز,0
هل يمكن تعلم البرمجة والهكر من الصفر في المنزل  وهل يمكن احترافها عن طريق الكورسات المجانية فقط أم أنها تحتاج إلى دراسة جامعية لتصبح مبرمج وهكر ناجح ومتميز ,1,انت اولا تعلم البرمجة ومن ثم ابداء ب الاختراق   الامن السبراني يحتاج جزء من البرمجةكل ما تحتاجه هو الوقت والتمرن ومن ثم تستطيع ان ترى كورسات متعمقه اكثر وتذهب الى جامعة باذن الله,0
كيف أبدأ في تعلم حل المشكلات البرمجية  Problems Solving  ,0,1_تعلم لغة برمجة  والأفضل لغة C   2_تعلم الخوارزميات وهياكل البيانات 3 هناك العديد من المواقع لحل المشكلات البرمجية  اختار أي موقع تريد منهم   Codeforces  Leetcode  Atcoder  Hackerrankبالعموم  هناك ثلاث مستويات  السهل المتوسط  الصعب ابدأ بالمشكلات السهلة  وبعد أن تشعر أنك أصبحت تحلها بأقل من ١٠ دقايق  انتقلت للمستوى الأعلى  وهكذا ,0
الكل يقول أن للتخصصات البرمجية مستقبل قوي  إذا  لماذا خريجي هذه التخصصات لا يجدون وظائف أو يجلسون ليفتحوا قنوات ودورات على الإنترنت ,0,هي لها مستقبل قوي هذا حقيقي لكن لا أحد قال إنها ستجعلك ثري لدرجة أن تغض النظر عن دخل سلبي مثل اليوتيوب أو بيع الكورسات فأنت لن تصبح بالثراء الذي تتخيله إلا إذا كانت صاحب شركة أو شريك فيها و تجيد الاستثمار فالمبرمجين يتمتعون بمستوى حياة جيد جدا  لكنهم ليسوا أغنياء كما تعتقد و حتى هذا يختلف حسب الشخص و مكانه هناك من يعمل في شركة صغير هناك من يعمل في شركة متوسطة و هناك عملاقة و هناك من يعمل بالعمل الحر و كل شخص منهم لديه مستوى دخل معين يحدد ما إذا كان شئ كهذا سيكون مجزي أم لا و لكن بشكل عام إلا في حالات نادرة كونك تعمل موظف في صناعة البرمجيات سيجلب لك حياة كريمة لكن لن يجعلك ثري النقطة الثانية ياهي لها مستقبل قوي هذا حقيقي لكن لا أحد قال إنها ستجعلك ثري لدرجة أن تغض النظر عن دخل سلبي مثل اليوتيوب أو بيع الكورسات فأنت لن تصبح بالثراء الذي تتخيله إلا إذا كانت صاحب شركة أو شريك فيها و تجيد الاستثمار فالمبرمجين يتمتعون بمستوى حياة جيد جدا  لكنهم ليسوا أغنياء كما تعتقد و حتى هذا يختلف حسب الشخص و مكانه هناك من يعمل في شركة صغير هناك من يعمل في شركة متوسطة و هناك عملاقة و هناك من يعمل بالعمل الحر و كل شخص منهم لديه مستوى دخل معين يحدد ما إذا كان شئ كهذا سيكون مجزي أم لا و لكن بشكل عام إلا في حالات نادرة كونك تعمل موظف في صناعة البرمجيات سيجلب لك حياة كريمة لكن لن يجعلك ثري النقطة الثانية يا صديقي أن ليس كل المكاسب مادية الإنسان يحب أن يعبر عن رأيه و يكون صوته مسموع و ينشر أفكاره و هناك أشخاص تستمع بعملية التدريس أيضا  و إلي جانب كل هذا هذه الأمور تكسبك الشهرة التي ربما تكون سببا  في الحصول على فرصة عمل أفضل ,0
أنا عايز اتعلم لغه فلاتر علشان اعمل بيها برامج هل لازم اني اكون عارف الاساسيات ولا مش هتفرق لو اتعلمت فلاتر ولو لازم اتعلم حاجه قبلها هي ايه  ,0,إنت بتتعلم Dart الأول  و لازم تكون متقن عشان تعلم برامج تستحق الإستخدام ,1
هل للهاكر  مخترقين الكمبيوتر  علاقة بالأمن السيبراني  ما اقصده هل الاختراق هو أصلا  الأمن السيبراني ولكن اختلفت المسميات لأسباب معينة ,1,الهكر الأخلاقي هو جزء من الأمن السيبراني ولكن كل تخصص يركز على هدف معينمثلا والهكر,0
