Question,Subj_Q,Answer,Subj_A,Domain
طالما يمكن إنشاء موقع إلكتروني بسهولة بدون الحاجة لتعلم البرمجة، لماذا يطلب البعض من المبرمجين إنشاء موقع ويدفعون المال لهم؟,0,السلام عليكم، هناك فرق بين انشاء موقع او استخدام قوالب جاهزة، عندما تنشى موقع من الصفر فإنك متحكم بشكل كامل في كل تفاصيل الموقع، اما القوالب فانك تاخذ كود جاهز وتضيفه الي موقعك، استخدام القوالب هي طريقة جيدة للمواقع البسيطة التي لا تحتاج للكثير من التعقيد، أما مواقع تحليل البيانات مثل التداول ومواقع التي تستخدم الذكاء الاصطناعي ومواقع التصميم وحتي مواقع الالعاب، كلها تحتاج الي برمجة خاصة،بالتوفيق❤,0,سوفا
ما هي أفضل المواقع العربية لتعلم البرمجة؟,0,اعتقد ان سألك متكرر ستجد الأجابات في كورالكن يوجد موقع عربي اسمه هرمش انا عن نفسي تعلمت منه في بداياتي harmash.com,1,سوفا
ما هي وظائف المبرمجين؟ وما هي تخصصات البرمجة الأكثر طلباً في الأسواق؟ وما هي مرتبات كل تخصص؟ وكيف أبدأ في التعلم من الهاتف حتى أرتقي لمستوى يؤهلني لامتلاك حاسوب؟ وما اللغات التي أحتاجها لأكون مختص في مجال برمجي ما؟ وبأي لغة أبدأ؟,0,إبدأ بسؤال جوجل,0,سوفا
ما لغة البرمجة التي ينصح بالبدء في تعلمها للمحتوى الخاص بصناعة الألعاب الإلكترونية؟ وهل هناك مسار أتبعه أو شخص ما أتابعه؟,0,عادة ما يعتمد اختيار لغة برمجة الألعاب الإلكترونية على نوع اللعبة ونظام تشغيلها، مثل وحدات التحكم أو الحاسوب أو الهاتف المحمول ومدى التفاعل داخل اللعبة نفسها، لكن ما هي أفضل لغات برمجة الألعاب الإلكترونية؟شهدت صناعة الألعاب نمواً سريعاً حول العالم. وفقاً لموقع Statista، بلغت قيمة صناعة الألعاب عبر الإنترنت في الولايات المتحدة الأمريكية وحدها ما يقارب 8 مليار دولار أمريكي العام الماضي (2021). كما يتوقع أن تصل إلى أكثر من ذلك بكثير خلال الأعوام القادمة.وخلف كل لعبة إلكترونية مبهجة وذات رسوم متحركة جيدة، توجد مجموعة من الرموز والأكواد البرمجية التي تجعل التجربة سلسة لمستخدميها. يستخدم مطورو الألعاب لغات البرمجة لإنشاء إعدادات اللعبة وآلياتها. يعتمد اختيار لغة برمجة الألعاب الإلكترونية على عوامل تشمل نوع اللعبة (وحدات التحكم أو لعبة الحاسوب أو ألعاب الهواتف الذكية) ومدى تفاعل اللعبة مع الاعبين.يمكنك من هنا تصفح موضوع عن أفضل لغات البرمجة لتصميم ألعاب الإلكترونية :أصعب 10 لغات برمجة لتعلمها كمبتدأ - أموالي,0,سوفا
برأيك ومن وجهة نظرك المستقبلية اعتماداً على خبرتك بالتكنولوجيا، ما هي أهم تخصصات التكنولوجيا المطلوبة في العالم بشكل عام والوطن العربي بشكل خاص؟,0,تكنولوجيا النانو…,0,سوفا
كيف يمكن أن أكون من أفضل المبرمجين في العالم؟,1,عن طريق الممارسة اليومية والبحث دائما عن ما هو جديد وتعلم اللغات الجديدة وتوسيع نطاق تفكيرك لابعد حد ، ولا ضير في محاولة التفكير في ابتكار لغة جديدة لان التفكير هذا يؤدي الى توسع تفكيرك ومحاولة البحث عن اي شيء جديدموقعي الخاصFreelancerFiverr,1,سوفا
سلام عليكم قررت اليوم وبا شكل رسمي أن أبدء با تعلم البرمجه ذاتيا ولكي لا أضيع وقتي في لوقت والإختيار ولبحث أردت أن أسألكم حسب تجربتكم أعطوني أفضل المصادر المجانيه لي تعليم أساسيات لبرمجه وشكرا جزيلا لكم جعله الله في ميزان حسناتكم؟,0,هناك العديد من القنوات على يوتيوب توفر لك دورات كاملة في كل المجالات ماعليك الى البحث قليلا و ستجد ما تريد .و هذا رابط قناة يمكن ان يساعدك كبداية :,0,سوفا
كيف يمكنني ترجمة صفحة في Google Chrome على جهاز كمبيوتر ولكني لا أرى زر الترجمة؟,0,اذهب الى اعدادات قوقل ثم الى الاضافات تحصل اداة الترجمة قم بتثبيتها وعند الاستعراض بالمتصفح تجد الاداة بالاعلى يسار .,0,سوفا
كيف تقوم ببناء بوت بسيط للواتس آب؟,0,يمكنك تجربة هذا البرنامج ممتاز وتوجد تجربة مجانيةالرئيسية - نيدبوت,1,سوفا
ما أفضل لابتوب في حدود 15 إلى 20 ألف جنيه مصري، وغرض استخدامه للبرمجة والألعاب؟,0,Dell G3 15من سنتين كان ب 18 اللف معنديش فكره هو بكام حاليا.بس امكانيته عاليا.ابحث و اكتشف,0,سوفا
"ما هو أفضل لابتوب لتعلم برمجة المواقع ""Full stack developer"" وتعلم الفوتوشوب والمونتاج؟",1,السلام عليكمهناك الكثير جدا من الابتوبات والمخصصه لاعمال مختلفه فهناك فئات للمونتاج والجرافيكس واخرى للجيمنج ايضا هناك للاستخدام العادي كالتصفح والمشاهدهلذلك عند اختيار لابتوب للمونتاج والفوتشوب وتصميم المواقع يجب التركيز على ثلاثه عناصر اساسيه عند شراء اي لابتوب وهي:المعالجكرت الشاشه الخارجيالراماتفالمعالج من الافضل ان يكون i7 او i5 وان لايقل عن الجيل الرابع وان يكون من نوعk وتعرف ذلك من خلال الرقم الاول في المعالج مثلا i7-6820k. اي ان المعالج من الجيل السادس ولو كان i7-4730 يكون من الجيل الرابع اما نوع المعالج تجده من خلال الحرف الاخير في موديل المعالج مثل hq. k.m.U وتجنب الي نهايتهU لانه يدل على ان المعالج اقتصادي ولن يعطيك الانتاجيه التي تريدها ولو كان مثلا من الجيل الخامساما بالنسبه لكرت الشاشه الخارجيفمن الافضل ان يكون 2g على الاقل وذلك لان برامج التصميم والمونتاج مثل ادوبي بريمير تحتاج كرت شاشه قوي لكي تسرع من عمليه التصديرو بالنسبه للرامات من المستحسن ان تكون على الاقل 6 غيغا وكلما زادت يكون افضل لان برامج الفوتشوب والمونتاج تستهلك رامات بشكل كبيروبعد معرفه المواصفات الرئيسيه للابتوب يجب عليك ان تحدد الميزانيه التي خصصتها لشراء الابتوب فهي تعتبر اهم نقطهثم ابحث عن الابتوب حسب المواصفات التي تريدها والمبلغ المخصص لشرائهومن الرائع ان تطلع على بعض الفيدوهات في اليوتيوب عن مراجعات للابتوبات وماهي مواصفتها وماهي مزاياها وعيوبها حتى يكون لديك بعض المعرفه السابقه قبل الشراءوبالتوفيق.,0,سوفا
هل لابتوب HP Pavilion G7 بمعالج من الجيل الثاني بتردد 2.30 وسعة التخزين 500 جيجابايت والرام 8 جيجابايت جيد؟ وهل شاشة 15.6 بوصة جيدة للبرمجة؟,0,هو جيد كبداية لكن لا انصحك به لانه يحتوي العديد من المشاكل خاصة بطاقة الرسوميات.,1,سوفا
